Customer_ID,churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls
2124,FALSE,99.0,FALSE,FALSE,0.0,174.1,102.0,29.6,99.1,118.0,8.4,211.6,126.0,9.5,7.7,2.0,2.1,2.0
2125,FALSE,132.0,FALSE,FALSE,0.0,99.5,110.0,16.9,129.1,80.0,11.0,125.1,124.0,5.6,9.7,3.0,2.6,0.0
2126,FALSE,123.0,FALSE,FALSE,0.0,175.7,78.0,29.9,184.6,96.0,15.7,156.9,92.0,7.1,9.1,2.0,2.5,2.0
2127,FALSE,127.0,TRUE,FALSE,0.0,256.5,87.0,43.6,222.1,101.0,18.9,156.7,122.0,7.1,13.0,3.0,3.5,1.0
2128,FALSE,151.0,FALSE,FALSE,0.0,170.2,89.0,28.9,187.5,83.0,15.9,119.5,100.0,5.4,4.3,3.0,1.2,0.0
2129,FALSE,185.0,FALSE,FALSE,0.0,139.6,92.0,23.7,250.2,115.0,21.3,158.1,79.0,7.1,10.8,4.0,2.9,1.0
2130,FALSE,65.0,FALSE,TRUE,34.0,208.8,119.0,35.5,142.1,106.0,12.1,214.6,87.0,9.7,12.5,4.0,3.4,4.0
2131,FALSE,58.0,FALSE,FALSE,0.0,210.1,126.0,35.7,248.9,108.0,21.2,158.6,88.0,7.1,14.4,2.0,3.9,4.0
2132,FALSE,104.0,FALSE,FALSE,0.0,113.6,87.0,19.3,158.6,98.0,13.5,187.7,87.0,8.5,10.5,6.0,2.8,2.0
2133,FALSE,44.0,FALSE,FALSE,0.0,202.6,89.0,34.4,163.0,96.0,13.9,268.1,151.0,12.1,8.3,3.0,2.2,0.0
2134,FALSE,58.0,FALSE,FALSE,0.0,174.4,112.0,29.7,265.8,122.0,22.6,182.4,87.0,8.2,0.0,0.0,0.0,4.0
2135,FALSE,108.0,FALSE,FALSE,0.0,210.6,117.0,35.8,164.2,103.0,14.0,201.4,68.0,9.1,9.4,5.0,2.5,0.0
2136,FALSE,94.0,FALSE,FALSE,0.0,177.1,112.0,30.1,194.0,112.0,16.5,146.7,108.0,6.6,5.9,4.0,1.6,1.0
2137,FALSE,132.0,FALSE,FALSE,0.0,121.5,88.0,20.7,253.0,124.0,21.5,195.7,120.0,8.8,10.7,4.0,2.9,1.0
2138,FALSE,80.0,FALSE,FALSE,0.0,127.8,67.0,21.7,181.6,112.0,15.4,197.3,63.0,8.9,15.9,2.0,4.3,2.0
2139,FALSE,162.0,FALSE,FALSE,0.0,135.2,98.0,23.0,242.0,107.0,20.6,246.9,96.0,11.1,10.2,2.0,2.8,2.0
2140,FALSE,110.0,FALSE,FALSE,0.0,99.4,62.0,16.9,275.0,86.0,23.4,212.1,94.0,9.5,16.7,3.0,4.5,2.0
2141,TRUE,96.0,FALSE,FALSE,0.0,276.9,105.0,47.1,246.9,94.0,21.0,254.4,107.0,11.5,10.3,3.0,2.8,1.0
2142,TRUE,168.0,FALSE,FALSE,0.0,163.4,134.0,27.8,240.1,87.0,20.4,164.0,147.0,7.4,11.6,2.0,3.1,2.0
2143,TRUE,72.0,FALSE,FALSE,0.0,287.4,116.0,48.9,235.3,126.0,20.0,292.1,114.0,13.1,5.0,3.0,1.4,4.0
2144,FALSE,125.0,FALSE,TRUE,23.0,120.5,104.0,20.5,227.8,115.0,19.4,158.5,100.0,7.1,10.2,3.0,2.8,1.0
2145,FALSE,170.0,FALSE,FALSE,0.0,184.1,106.0,31.3,204.9,70.0,17.4,224.3,133.0,10.1,9.8,3.0,2.7,2.0
2146,FALSE,71.0,FALSE,FALSE,0.0,185.0,84.0,31.5,232.5,129.0,19.8,191.1,82.0,8.6,14.9,4.0,4.0,3.0
2147,TRUE,96.0,FALSE,TRUE,37.0,172.7,93.0,29.4,120.1,116.0,10.2,216.1,86.0,9.7,10.3,5.0,2.8,5.0
2148,FALSE,124.0,FALSE,FALSE,0.0,160.9,109.0,27.4,144.2,152.0,12.3,120.4,97.0,5.4,12.9,12.0,3.5,1.0
2149,FALSE,68.0,FALSE,FALSE,0.0,207.6,68.0,35.3,251.6,123.0,21.4,191.6,100.0,8.6,10.9,6.0,2.9,2.0
2150,FALSE,97.0,FALSE,FALSE,0.0,209.2,134.0,35.6,0.0,0.0,0.0,175.4,94.0,7.9,11.8,6.0,3.2,1.0
2151,FALSE,98.0,TRUE,FALSE,0.0,158.4,71.0,26.9,306.6,66.0,26.1,144.2,93.0,6.5,2.1,4.0,0.6,1.0
2152,TRUE,24.0,FALSE,FALSE,0.0,149.0,73.0,25.3,131.0,81.0,11.1,238.6,69.0,10.7,8.6,3.0,2.3,2.0
2153,FALSE,136.0,FALSE,FALSE,0.0,204.5,63.0,34.8,208.8,95.0,17.8,224.0,119.0,10.1,9.8,2.0,2.7,0.0
2154,TRUE,44.0,FALSE,FALSE,0.0,288.8,86.0,49.1,175.9,87.0,15.0,215.4,106.0,9.7,9.5,2.0,2.6,0.0
2155,FALSE,96.0,FALSE,TRUE,40.0,108.6,90.0,18.5,206.4,154.0,17.5,126.3,118.0,5.7,13.4,4.0,3.6,0.0
2156,FALSE,31.0,FALSE,FALSE,0.0,97.5,129.0,16.6,260.4,78.0,22.1,88.7,100.0,4.0,7.0,5.0,1.9,1.0
2157,FALSE,72.0,FALSE,FALSE,0.0,166.5,102.0,28.3,261.0,103.0,22.2,262.7,85.0,11.8,13.3,5.0,3.6,0.0
2158,FALSE,96.0,FALSE,TRUE,18.0,172.7,86.0,29.4,133.4,113.0,11.3,259.5,70.0,11.7,9.8,3.0,2.7,1.0
2159,FALSE,24.0,FALSE,FALSE,0.0,156.2,104.0,26.6,90.0,101.0,7.7,205.1,116.0,9.2,7.3,5.0,2.0,1.0
2160,FALSE,112.0,FALSE,TRUE,31.0,225.2,89.0,38.3,256.8,117.0,21.8,249.7,87.0,11.2,11.5,1.0,3.1,4.0
2161,TRUE,117.0,TRUE,FALSE,0.0,287.4,118.0,48.9,259.6,84.0,22.1,153.2,86.0,6.9,10.0,3.0,2.7,1.0
2162,FALSE,137.0,FALSE,TRUE,19.0,175.3,96.0,29.8,241.3,146.0,20.5,211.4,109.0,9.5,7.8,2.0,2.1,0.0
2163,FALSE,136.0,FALSE,FALSE,0.0,102.1,75.0,17.4,219.5,97.0,18.7,73.7,92.0,3.3,9.8,5.0,2.7,0.0
2164,FALSE,95.0,FALSE,FALSE,0.0,157.9,103.0,26.8,259.6,90.0,22.1,230.0,117.0,10.4,14.0,2.0,3.8,0.0
2165,FALSE,82.0,FALSE,TRUE,19.0,146.5,73.0,24.9,246.4,65.0,20.9,199.0,114.0,9.0,4.1,4.0,1.1,1.0
2166,TRUE,145.0,FALSE,FALSE,0.0,245.8,116.0,41.8,286.7,91.0,24.4,240.7,115.0,10.8,9.0,13.0,2.4,1.0
2167,FALSE,56.0,TRUE,FALSE,0.0,177.7,114.0,30.2,215.6,110.0,18.3,236.7,67.0,10.7,10.5,5.0,2.8,1.0
2168,FALSE,155.0,TRUE,FALSE,0.0,250.8,146.0,42.6,152.5,105.0,13.0,148.1,104.0,6.7,10.0,5.0,2.7,2.0
2169,FALSE,166.0,FALSE,FALSE,0.0,204.2,115.0,34.7,179.9,152.0,15.3,216.8,109.0,9.8,9.5,5.0,2.6,1.0
2170,TRUE,133.0,FALSE,FALSE,0.0,117.8,100.0,20.0,199.2,105.0,16.9,244.1,119.0,11.0,11.8,4.0,3.2,0.0
2171,FALSE,53.0,FALSE,FALSE,0.0,119.7,113.0,20.4,189.7,84.0,16.1,256.2,108.0,11.5,12.9,7.0,3.5,2.0
2172,TRUE,123.0,FALSE,FALSE,0.0,242.2,87.0,41.2,226.1,101.0,19.2,268.6,121.0,12.1,8.2,3.0,2.2,5.0
2173,FALSE,136.0,FALSE,FALSE,0.0,163.4,83.0,27.8,249.3,119.0,21.2,249.7,90.0,11.2,9.8,4.0,2.7,7.0
2174,FALSE,57.0,FALSE,FALSE,0.0,161.0,113.0,27.4,208.0,134.0,17.7,208.1,81.0,9.4,8.4,4.0,2.3,3.0
2175,FALSE,62.0,FALSE,FALSE,0.0,128.7,111.0,21.9,169.5,104.0,14.4,193.6,97.0,8.7,10.3,5.0,2.8,1.0
2176,FALSE,112.0,FALSE,FALSE,0.0,81.6,94.0,13.9,268.1,112.0,22.8,140.8,75.0,6.3,8.6,18.0,2.3,1.0
2177,FALSE,55.0,FALSE,TRUE,20.0,207.7,91.0,35.3,199.7,113.0,17.0,216.5,110.0,9.7,7.3,1.0,2.0,1.0
2178,TRUE,95.0,FALSE,FALSE,0.0,128.6,115.0,21.9,216.2,88.0,18.4,255.3,96.0,11.5,6.3,2.0,1.7,6.0
2179,FALSE,125.0,FALSE,FALSE,0.0,233.3,65.0,39.7,209.8,93.0,17.8,210.6,109.0,9.5,9.1,4.0,2.5,1.0
2180,FALSE,74.0,FALSE,FALSE,0.0,85.7,83.0,14.6,247.7,67.0,21.1,142.4,85.0,6.4,10.1,5.0,2.7,2.0
2181,TRUE,1.0,FALSE,FALSE,0.0,182.1,106.0,31.0,134.9,106.0,11.5,152.3,75.0,6.9,10.0,3.0,2.7,5.0
2182,TRUE,98.0,FALSE,TRUE,36.0,168.0,81.0,28.6,163.2,125.0,13.9,172.7,120.0,7.8,8.0,2.0,2.2,6.0
2183,FALSE,105.0,FALSE,FALSE,0.0,251.6,88.0,42.8,175.1,103.0,14.9,184.4,112.0,8.3,5.4,5.0,1.5,1.0
2184,FALSE,113.0,FALSE,TRUE,30.0,183.8,102.0,31.3,183.4,123.0,15.6,235.0,52.0,10.6,11.6,7.0,3.1,0.0
2185,TRUE,99.0,FALSE,FALSE,0.0,256.4,44.0,43.6,214.5,105.0,18.2,233.7,75.0,10.5,7.9,1.0,2.1,3.0
2186,FALSE,103.0,FALSE,FALSE,0.0,180.2,134.0,30.6,97.7,85.0,8.3,181.7,134.0,8.2,8.4,3.0,2.3,1.0
2187,FALSE,177.0,FALSE,FALSE,0.0,227.8,81.0,38.7,161.8,97.0,13.8,217.0,106.0,9.8,8.0,5.0,2.2,1.0
2188,FALSE,149.0,FALSE,TRUE,20.0,147.8,132.0,25.1,276.8,94.0,23.5,149.9,110.0,6.8,10.2,6.0,2.8,0.0
2189,TRUE,160.0,FALSE,FALSE,0.0,234.9,136.0,39.9,270.8,134.0,23.0,219.3,101.0,9.9,13.9,2.0,3.8,1.0
2190,FALSE,116.0,FALSE,FALSE,0.0,110.9,54.0,18.9,213.4,82.0,18.1,186.2,116.0,8.4,7.9,2.0,2.1,2.0
2191,FALSE,36.0,FALSE,FALSE,0.0,157.6,117.0,26.8,184.3,58.0,15.7,240.4,99.0,10.8,11.9,1.0,3.2,0.0
2192,FALSE,90.0,FALSE,TRUE,22.0,124.5,94.0,21.2,231.7,90.0,19.7,222.2,108.0,10.0,6.4,12.0,1.7,1.0
2193,TRUE,148.0,TRUE,FALSE,0.0,233.5,81.0,39.7,187.7,71.0,16.0,122.3,97.0,5.5,9.6,2.0,2.6,0.0
2194,TRUE,147.0,FALSE,TRUE,35.0,197.3,134.0,33.5,141.1,99.0,12.0,212.1,90.0,9.5,10.1,4.0,2.7,2.0
2195,FALSE,95.0,FALSE,FALSE,0.0,58.2,96.0,9.9,202.1,126.0,17.2,210.5,97.0,9.5,10.4,5.0,2.8,0.0
2196,FALSE,201.0,FALSE,FALSE,0.0,212.7,72.0,36.2,225.2,90.0,19.1,195.1,99.0,8.8,7.0,6.0,1.9,1.0
2197,FALSE,80.0,FALSE,FALSE,0.0,151.5,89.0,25.8,131.7,78.0,11.2,235.3,131.0,10.6,11.8,4.0,3.2,0.0
2198,FALSE,122.0,TRUE,FALSE,0.0,146.3,117.0,24.9,218.7,93.0,18.6,236.0,97.0,10.6,11.5,5.0,3.1,1.0
2199,FALSE,132.0,FALSE,FALSE,0.0,195.1,100.0,33.2,148.8,95.0,12.7,224.5,117.0,10.1,6.7,2.0,1.8,0.0
2200,FALSE,83.0,FALSE,FALSE,0.0,208.9,71.0,35.5,214.8,92.0,18.3,247.9,108.0,11.2,13.0,5.0,3.5,1.0
2201,TRUE,99.0,FALSE,FALSE,0.0,135.7,107.0,23.1,208.4,103.0,17.7,209.0,95.0,9.4,8.8,3.0,2.4,7.0
2202,FALSE,113.0,FALSE,FALSE,0.0,215.5,129.0,36.6,218.7,117.0,18.6,207.1,91.0,9.3,6.6,9.0,1.8,4.0
2203,TRUE,84.0,FALSE,FALSE,0.0,225.9,86.0,38.4,275.6,105.0,23.4,201.4,108.0,9.1,14.3,3.0,3.9,3.0
2204,FALSE,46.0,FALSE,FALSE,0.0,122.2,67.0,20.8,167.2,62.0,14.2,194.8,98.0,8.8,9.7,6.0,2.6,1.0
2205,FALSE,87.0,FALSE,FALSE,0.0,153.3,106.0,26.1,224.5,117.0,19.1,273.4,152.0,12.3,8.9,5.0,2.4,2.0
2206,FALSE,150.0,FALSE,FALSE,0.0,214.0,117.0,36.4,192.4,89.0,16.4,242.6,99.0,10.9,7.9,4.0,2.1,1.0
2207,FALSE,73.0,FALSE,FALSE,0.0,194.8,112.0,33.1,167.2,85.0,14.2,100.3,61.0,4.5,10.8,6.0,2.9,1.0
2208,FALSE,7.0,FALSE,FALSE,0.0,206.7,87.0,35.1,281.1,83.0,23.9,158.5,77.0,7.1,11.0,5.0,3.0,3.0
2209,FALSE,89.0,FALSE,TRUE,12.0,188.0,105.0,32.0,151.3,107.0,12.9,201.9,132.0,9.1,10.5,3.0,2.8,2.0
2210,TRUE,131.0,TRUE,FALSE,0.0,122.3,83.0,20.8,118.8,94.0,10.1,147.9,95.0,6.7,13.7,3.0,3.7,3.0
2211,FALSE,105.0,FALSE,FALSE,0.0,259.3,96.0,44.1,175.2,97.0,14.9,222.4,36.0,10.0,12.0,5.0,3.2,3.0
2212,TRUE,108.0,TRUE,FALSE,0.0,115.1,114.0,19.6,211.3,70.0,18.0,136.1,85.0,6.1,13.8,3.0,3.7,2.0
2213,FALSE,94.0,FALSE,FALSE,0.0,181.5,98.0,30.9,199.9,88.0,17.0,287.7,114.0,13.0,6.6,5.0,1.8,1.0
2214,FALSE,47.0,FALSE,TRUE,28.0,172.9,109.0,29.4,137.6,94.0,11.7,203.8,109.0,9.2,8.3,6.0,2.2,1.0
2215,FALSE,101.0,TRUE,FALSE,0.0,156.4,116.0,26.6,130.4,114.0,11.1,207.3,109.0,9.3,7.3,5.0,2.0,1.0
2216,FALSE,182.0,FALSE,TRUE,24.0,128.1,104.0,21.8,143.4,127.0,12.2,191.0,98.0,8.6,11.6,3.0,3.1,1.0
2217,FALSE,161.0,FALSE,FALSE,0.0,196.6,73.0,33.4,170.2,79.0,14.5,194.3,79.0,8.7,12.5,3.0,3.4,1.0
2218,TRUE,128.0,FALSE,FALSE,0.0,227.9,130.0,38.7,302.6,71.0,25.7,191.5,82.0,8.6,5.5,7.0,1.5,1.0
2219,FALSE,69.0,FALSE,TRUE,31.0,194.9,63.0,33.1,191.6,90.0,16.3,153.0,129.0,6.9,13.2,2.0,3.6,2.0
2220,FALSE,113.0,FALSE,TRUE,34.0,44.9,63.0,7.6,134.2,82.0,11.4,168.4,118.0,7.6,13.3,3.0,3.6,1.0
2221,FALSE,87.0,FALSE,TRUE,30.0,262.8,114.0,44.7,215.8,130.0,18.3,154.8,88.0,7.0,7.8,2.0,2.1,0.0
2222,FALSE,71.0,FALSE,FALSE,0.0,211.2,70.0,35.9,252.7,122.0,21.5,225.8,104.0,10.2,12.3,3.0,3.3,0.0
2223,FALSE,76.0,FALSE,FALSE,0.0,204.0,69.0,34.7,225.1,110.0,19.1,240.3,85.0,10.8,9.6,5.0,2.6,1.0
2224,FALSE,84.0,TRUE,FALSE,0.0,299.4,71.0,50.9,61.9,88.0,5.3,196.9,89.0,8.9,6.6,7.0,1.8,2.0
2225,FALSE,142.0,FALSE,FALSE,0.0,84.8,95.0,14.4,136.7,63.0,11.6,250.5,148.0,11.3,14.2,6.0,3.8,2.0
2226,FALSE,67.0,FALSE,FALSE,0.0,171.7,80.0,29.2,110.4,81.0,9.4,195.4,111.0,8.8,11.9,4.0,3.2,2.0
2227,FALSE,87.0,FALSE,FALSE,0.0,223.2,109.0,37.9,127.5,86.0,10.8,289.3,83.0,13.0,14.5,4.0,3.9,3.0
2228,FALSE,117.0,FALSE,FALSE,0.0,119.0,82.0,20.2,187.5,108.0,15.9,189.3,97.0,8.5,11.5,3.0,3.1,1.0
2229,TRUE,177.0,FALSE,FALSE,0.0,266.1,91.0,45.2,225.2,79.0,19.1,224.7,58.0,10.1,8.9,8.0,2.4,3.0
2230,FALSE,95.0,FALSE,FALSE,0.0,134.4,104.0,22.9,152.4,95.0,13.0,236.5,80.0,10.6,9.4,3.0,2.5,1.0
2231,FALSE,76.0,FALSE,FALSE,0.0,171.1,78.0,29.1,257.2,83.0,21.9,91.6,92.0,4.1,16.2,3.0,4.4,1.0
2232,FALSE,66.0,FALSE,FALSE,0.0,170.5,103.0,29.0,254.3,77.0,21.6,197.3,138.0,8.9,10.5,2.0,2.8,2.0
2233,FALSE,110.0,FALSE,FALSE,0.0,178.5,124.0,30.4,146.9,141.0,12.5,217.1,102.0,9.8,9.9,7.0,2.7,1.0
2234,FALSE,204.0,FALSE,FALSE,0.0,205.2,145.0,34.9,154.8,95.0,13.2,191.4,77.0,8.6,14.1,5.0,3.8,3.0
2235,FALSE,32.0,FALSE,TRUE,31.0,232.8,97.0,39.6,183.5,111.0,15.6,206.8,111.0,9.3,13.0,2.0,3.5,0.0
2236,FALSE,133.0,FALSE,TRUE,39.0,239.9,107.0,40.8,253.8,77.0,21.6,128.7,85.0,5.8,6.7,3.0,1.8,5.0
2237,TRUE,127.0,FALSE,FALSE,0.0,266.6,106.0,45.3,264.8,168.0,22.5,207.2,119.0,9.3,5.9,2.0,1.6,1.0
2238,FALSE,185.0,FALSE,FALSE,0.0,55.6,97.0,9.5,288.7,83.0,24.5,111.2,110.0,5.0,12.1,3.0,3.3,2.0
2239,FALSE,103.0,FALSE,TRUE,37.0,153.5,78.0,26.1,241.9,108.0,20.6,244.7,110.0,11.0,10.6,3.0,2.9,1.0
2240,FALSE,91.0,FALSE,FALSE,0.0,109.8,100.0,18.7,189.6,104.0,16.1,206.7,85.0,9.3,11.1,3.0,3.0,1.0
2241,FALSE,131.0,FALSE,FALSE,0.0,196.1,89.0,33.3,185.5,87.0,15.8,250.0,132.0,11.3,5.2,6.0,1.4,2.0
2242,FALSE,153.0,FALSE,FALSE,0.0,166.8,127.0,28.4,143.5,121.0,12.2,210.7,130.0,9.5,11.8,4.0,3.2,0.0
2243,FALSE,132.0,FALSE,TRUE,25.0,113.2,96.0,19.2,269.9,107.0,22.9,229.1,87.0,10.3,7.1,7.0,1.9,2.0
2244,FALSE,148.0,FALSE,FALSE,0.0,203.0,92.0,34.5,150.9,125.0,12.8,245.5,131.0,11.1,14.6,9.0,3.9,1.0
2245,FALSE,141.0,FALSE,FALSE,0.0,242.8,90.0,41.3,234.1,80.0,19.9,211.5,104.0,9.5,6.0,3.0,1.6,5.0
2246,FALSE,105.0,FALSE,FALSE,0.0,156.5,102.0,26.6,140.2,134.0,11.9,227.4,111.0,10.2,12.2,2.0,3.3,2.0
2247,TRUE,169.0,FALSE,FALSE,0.0,266.7,105.0,45.3,158.2,88.0,13.5,287.7,111.0,13.0,13.8,3.0,3.7,3.0
2248,TRUE,121.0,FALSE,FALSE,0.0,170.4,108.0,29.0,350.5,68.0,29.8,297.0,87.0,13.4,11.2,3.0,3.0,0.0
2249,FALSE,127.0,FALSE,TRUE,23.0,182.0,80.0,30.9,216.1,85.0,18.4,156.9,82.0,7.1,9.8,4.0,2.7,1.0
2250,FALSE,57.0,FALSE,FALSE,0.0,85.9,92.0,14.6,193.9,127.0,16.5,231.5,93.0,10.4,10.1,2.0,2.7,0.0
2251,FALSE,123.0,FALSE,TRUE,33.0,146.6,87.0,24.9,114.8,59.0,9.8,220.4,99.0,9.9,2.9,7.0,0.8,0.0
2252,TRUE,103.0,FALSE,TRUE,35.0,110.5,101.0,18.8,208.3,81.0,17.7,87.4,77.0,3.9,13.9,2.0,3.8,4.0
2253,FALSE,101.0,FALSE,FALSE,0.0,118.6,89.0,20.2,199.6,97.0,17.0,53.3,61.0,2.4,11.5,5.0,3.1,1.0
2254,FALSE,123.0,FALSE,TRUE,22.0,197.6,105.0,33.6,80.0,86.0,6.8,120.8,82.0,5.4,15.6,12.0,4.2,2.0
2255,FALSE,78.0,FALSE,TRUE,32.0,210.3,116.0,35.8,192.2,83.0,16.3,246.1,92.0,11.1,10.8,4.0,2.9,6.0
2256,FALSE,101.0,FALSE,TRUE,28.0,220.3,96.0,37.5,285.8,72.0,24.3,203.0,111.0,9.1,9.4,6.0,2.5,4.0
2257,FALSE,129.0,FALSE,FALSE,0.0,150.0,98.0,25.5,232.4,101.0,19.8,261.2,123.0,11.8,12.5,6.0,3.4,1.0
2258,FALSE,67.0,FALSE,TRUE,34.0,161.7,114.0,27.5,207.6,115.0,17.7,205.7,114.0,9.3,9.2,4.0,2.5,0.0
2259,FALSE,158.0,FALSE,FALSE,0.0,158.0,106.0,26.9,292.5,114.0,24.9,241.1,89.0,10.9,9.1,4.0,2.5,1.0
2260,FALSE,37.0,FALSE,FALSE,0.0,191.4,116.0,32.5,167.4,99.0,14.2,216.5,112.0,9.7,14.0,5.0,3.8,3.0
2261,FALSE,64.0,TRUE,FALSE,0.0,146.7,83.0,24.9,148.3,91.0,12.6,238.6,69.0,10.7,12.5,3.0,3.4,3.0
2262,FALSE,173.0,FALSE,FALSE,0.0,109.4,103.0,18.6,101.3,111.0,8.6,167.3,106.0,7.5,7.8,7.0,2.1,1.0
2263,FALSE,135.0,FALSE,FALSE,0.0,144.1,115.0,24.5,249.8,68.0,21.2,211.4,82.0,9.5,13.6,3.0,3.7,1.0
2264,FALSE,75.0,FALSE,TRUE,42.0,248.9,93.0,42.3,170.8,108.0,14.5,104.5,91.0,4.7,11.2,8.0,3.0,1.0
2265,TRUE,88.0,FALSE,FALSE,0.0,85.7,112.0,14.6,221.6,70.0,18.8,190.6,75.0,8.6,11.6,3.0,3.1,4.0
2266,FALSE,112.0,FALSE,FALSE,0.0,214.8,112.0,36.5,209.7,104.0,17.8,164.4,97.0,7.4,9.4,5.0,2.5,3.0
2267,FALSE,113.0,FALSE,FALSE,0.0,158.9,137.0,27.0,242.8,109.0,20.6,247.8,97.0,11.2,6.5,4.0,1.8,0.0
2268,FALSE,121.0,FALSE,TRUE,28.0,110.0,94.0,18.7,141.5,76.0,12.0,237.3,87.0,10.7,6.4,3.0,1.7,2.0
2269,FALSE,70.0,FALSE,FALSE,0.0,152.8,145.0,26.0,183.6,102.0,15.6,151.8,75.0,6.8,10.5,2.0,2.8,1.0
2270,FALSE,136.0,FALSE,FALSE,0.0,92.0,117.0,15.6,253.6,77.0,21.6,214.1,90.0,9.6,10.3,10.0,2.8,1.0
2271,FALSE,90.0,FALSE,FALSE,0.0,145.6,103.0,24.8,197.1,137.0,16.8,294.5,83.0,13.3,10.5,4.0,2.8,0.0
2272,FALSE,39.0,FALSE,FALSE,0.0,93.3,83.0,15.9,199.6,114.0,17.0,206.2,104.0,9.3,6.5,4.0,1.8,0.0
2273,FALSE,142.0,FALSE,FALSE,0.0,216.8,134.0,36.9,187.8,106.0,16.0,138.1,108.0,6.2,8.3,2.0,2.2,0.0
2274,FALSE,176.0,FALSE,FALSE,0.0,201.9,101.0,34.3,154.7,78.0,13.2,164.4,79.0,7.4,9.0,2.0,2.4,1.0
2275,FALSE,105.0,FALSE,FALSE,0.0,146.4,81.0,24.9,225.1,80.0,19.1,230.1,117.0,10.4,8.5,2.0,2.3,1.0
2276,TRUE,57.0,FALSE,FALSE,0.0,272.7,74.0,46.4,224.9,85.0,19.1,178.2,104.0,8.0,10.5,3.0,2.8,2.0
2277,FALSE,110.0,FALSE,FALSE,0.0,18.9,92.0,3.2,258.4,81.0,22.0,109.6,74.0,4.9,14.8,4.0,4.0,1.0
2278,FALSE,88.0,FALSE,FALSE,0.0,172.8,81.0,29.4,193.4,90.0,16.4,89.6,107.0,4.0,12.8,5.0,3.5,2.0
2279,FALSE,95.0,FALSE,FALSE,0.0,190.2,119.0,32.3,157.1,70.0,13.4,181.5,120.0,8.2,14.0,6.0,3.8,0.0
2280,FALSE,147.0,FALSE,FALSE,0.0,130.6,83.0,22.2,208.1,144.0,17.7,204.6,72.0,9.2,15.6,3.0,4.2,3.0
2281,FALSE,196.0,FALSE,FALSE,0.0,234.0,109.0,39.8,249.5,114.0,21.2,173.1,70.0,7.8,9.1,5.0,2.5,2.0
2282,TRUE,101.0,FALSE,FALSE,0.0,158.4,92.0,26.9,188.0,117.0,16.0,219.7,125.0,9.9,13.5,4.0,3.7,4.0
2283,FALSE,115.0,FALSE,FALSE,0.0,166.5,111.0,28.3,236.2,98.0,20.1,205.6,92.0,9.3,15.6,2.0,4.2,1.0
2284,FALSE,103.0,FALSE,FALSE,0.0,129.3,103.0,22.0,202.8,89.0,17.2,233.0,126.0,10.5,12.9,2.0,3.5,2.0
2285,FALSE,82.0,FALSE,FALSE,0.0,199.3,112.0,33.9,193.4,120.0,16.4,254.4,117.0,11.5,7.0,10.0,1.9,0.0
2286,FALSE,141.0,FALSE,FALSE,0.0,185.1,126.0,31.5,233.0,98.0,19.8,152.2,106.0,6.9,9.1,7.0,2.5,0.0
2287,FALSE,149.0,FALSE,FALSE,0.0,175.4,80.0,29.8,197.4,127.0,16.8,188.2,102.0,8.5,9.7,2.0,2.6,2.0
2288,FALSE,131.0,FALSE,FALSE,0.0,263.4,123.0,44.8,151.9,74.0,12.9,218.5,101.0,9.8,10.7,2.0,2.9,2.0
2289,FALSE,119.0,FALSE,FALSE,0.0,94.2,108.0,16.0,264.1,100.0,22.5,203.7,79.0,9.2,7.3,3.0,2.0,1.0
2290,FALSE,112.0,FALSE,FALSE,0.0,189.4,83.0,32.2,219.0,89.0,18.6,168.0,116.0,7.6,7.1,8.0,1.9,3.0
2291,FALSE,116.0,FALSE,TRUE,35.0,118.0,103.0,20.1,167.2,106.0,14.2,205.7,102.0,9.3,11.8,2.0,3.2,2.0
2292,TRUE,113.0,FALSE,FALSE,0.0,272.1,111.0,46.3,268.5,118.0,22.8,213.8,105.0,9.6,8.5,10.0,2.3,1.0
2293,FALSE,94.0,FALSE,FALSE,0.0,212.1,98.0,36.1,189.4,89.0,16.1,352.2,95.0,15.9,8.4,5.0,2.3,3.0
2294,FALSE,90.0,FALSE,FALSE,0.0,222.0,93.0,37.7,187.0,103.0,15.9,282.3,124.0,12.7,12.4,6.0,3.4,2.0
2295,FALSE,114.0,FALSE,TRUE,31.0,222.8,98.0,37.9,180.5,105.0,15.3,151.3,101.0,6.8,13.0,4.0,3.5,0.0
2296,FALSE,63.0,FALSE,TRUE,25.0,190.0,137.0,32.3,116.6,76.0,9.9,141.5,110.0,6.4,12.2,2.0,3.3,1.0
2297,TRUE,130.0,FALSE,FALSE,0.0,271.8,129.0,46.2,237.2,128.0,20.2,210.1,91.0,9.5,8.7,2.0,2.4,4.0
2298,FALSE,122.0,FALSE,TRUE,29.0,195.4,83.0,33.2,268.2,93.0,22.8,168.0,95.0,7.6,8.4,6.0,2.3,3.0
2299,FALSE,166.0,FALSE,FALSE,0.0,199.6,93.0,33.9,214.3,99.0,18.2,196.8,110.0,8.9,7.2,5.0,1.9,3.0
2300,FALSE,62.0,FALSE,FALSE,0.0,100.0,98.0,17.0,173.5,95.0,14.8,218.0,122.0,9.8,10.1,4.0,2.7,0.0
